"Published on","Unique ID","Target","Indicator","Indicator Type","Disaggregation","Year","Unit","Value","Footnote","Comments"
"28-Feb-2026 18:58","ORT-NR7ID-MN-288699-1","NT16. By 2030, reform subsidies and incentives that have negative impacts on biodiversity, while increasing environmentally positive (green) incentives.","D.2 Domestic public funding on conservation and sustainable use of biodiversity and ecosystems","headline","","2023","billion tugrik","258","Environmental Protection Expenditure Account and Environmental Subsidies Account.",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288699-1","NT16. By 2030, reform subsidies and incentives that have negative impacts on biodiversity, while increasing environmentally positive (green) incentives.","D.2 Domestic public funding on conservation and sustainable use of biodiversity and ecosystems","headline","","2021","billion tugrik","242.9","Environmental Protection Expenditure Account and Environmental Subsidies Account.",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT15. By 2030, enhance the legislative, governance, and monitoring systems for genetically modified organisms.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2017"," USD (millions) ","7.44569","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288699-1","NT16. By 2030, reform subsidies and incentives that have negative impacts on biodiversity, while increasing environmentally positive (green) incentives.","D.2 Domestic public funding on conservation and sustainable use of biodiversity and ecosystems","headline","","2022","billion tugrik","309.6","Environmental Protection Expenditure Account and Environmental Subsidies Account.",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT15. By 2030, enhance the legislative, governance, and monitoring systems for genetically modified organisms.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2015"," USD (millions) ","15.00203","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288699-1","NT16. By 2030, reform subsidies and incentives that have negative impacts on biodiversity, while increasing environmentally positive (green) incentives.","D.2 Domestic public funding on conservation and sustainable use of biodiversity and ecosystems","headline","","2020","billion tugrik","355","Environmental Protection Expenditure Account and Environmental Subsidies Account.",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT15. By 2030, enhance the legislative, governance, and monitoring systems for genetically modified organisms.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2019"," USD (millions) ","23.10579","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT15. By 2030, enhance the legislative, governance, and monitoring systems for genetically modified organisms.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2020"," USD (millions) ","8.36801","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT15. By 2030, enhance the legislative, governance, and monitoring systems for genetically modified organisms.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2021"," USD (millions) ","7.28156","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT15. By 2030, enhance the legislative, governance, and monitoring systems for genetically modified organisms.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2016"," USD (millions) ","10.43476","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT15. By 2030, enhance the legislative, governance, and monitoring systems for genetically modified organisms.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2022"," USD (millions) ","17.2364","",""
"28-Feb-2026 18:58","ORT-NR7ID-MN-288703-1","NT15. By 2030, enhance the legislative, governance, and monitoring systems for genetically modified organisms.","D.1 International public funding, including official development assistance for conservation and sustainable use of biodiversity and ecosystems","headline","Recipient","2018"," USD (millions) ","25.36342","",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT16. By 2030, reform subsidies and incentives that have negative impacts on biodiversity, while increasing environmentally positive (green) incentives.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2022","million USD","783.21","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT16. By 2030, reform subsidies and incentives that have negative impacts on biodiversity, while increasing environmentally positive (green) incentives.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2021","million USD","296.99","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT16. By 2030, reform subsidies and incentives that have negative impacts on biodiversity, while increasing environmentally positive (green) incentives.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2020","million USD","270.03","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT16. By 2030, reform subsidies and incentives that have negative impacts on biodiversity, while increasing environmentally positive (green) incentives.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2024","million USD","766.29","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
"28-Feb-2026 18:57","ORT-NR7ID-MN-288680-1","NT16. By 2030, reform subsidies and incentives that have negative impacts on biodiversity, while increasing environmentally positive (green) incentives.","D.3 Private funding (domestic and international) on conservation and sustainable use of biodiversity and ecosystems","headline","","2023","million USD","782.01","In analyzing private sector biodiversity-related expenditures, data collection focused on the Top 100 companies identified by the Mongolian National Chamber of Commerce and Industry, as well as major mining companies. The combined revenues of Mongolia’s Top 100 enterprises account for approximately 70 percent of national GDP, indicating a high level of representativeness relative to the population of approximately 87,000 active legal entities as of 2024. Data on biodiversity-related expenditures were collected through a review of corporate social responsibility and sustainability reports, as well as publicly available information disclosed through media sources. Where such information was not available, standardized questionnaires were distributed to enterprises to collect data on biodiversity- and environment-related expenditures.",""
